pk_tiempo,vch_centro,SEDE,RFFProcesado,RFFProcesadoPropios,RFFProcesadoTerceros,CPOObtenido,CPOObtenidoPropios,CPOObtenidoTerceros,FECHA,PLANTACION
20210805,3002,PW,912.42,820.79,91.63,227.0,194.08973,32.91027,2021-08-05,Palmawasi
20210805,3006,NH,234.734,46.34,188.394,53.13,10.95975,42.17025,2021-08-05,Nuevo Horizonte
20210805,3702,SH,1133.88,1059.55,74.33,280.687,267.50251,13.18449,2021-08-05,Shanuzi
20210805,3D02,TY,108.0,0.0,108.0,25.637,0.0,25.637,2021-08-05,Tulumayo
20210806,3002,PW,785.54,669.11,116.43,196.57,168.07145,28.49855,2021-08-06,Palmawasi
20210806,3006,NH,219.03,69.2,149.83,49.88,10.28933,39.59067,2021-08-06,Nuevo Horizonte
20210806,3702,SH,1234.8,1174.82,59.98,305.208,290.87171,14.33629,2021-08-06,Shanuzi
20210806,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-06,Tulumayo
20210807,3002,PW,727.74,630.31,97.43,185.23,158.37551,26.85449,2021-08-07,Palmawasi
20210807,3006,NH,198.679,101.94,96.739,45.73,9.43326,36.29674,2021-08-07,Nuevo Horizonte
20210807,3702,SH,300.27,232.29,67.98,77.255,73.62616,3.62884,2021-08-07,Shanuzi
20210807,3D02,TY,233.046,0.0,233.046,54.602,0.0,54.602,2021-08-07,Tulumayo
20210808,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-08,Palmawasi
20210808,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-08,Shanuzi
20210809,3002,PW,704.56,630.69,73.87,172.16,147.20039,24.95961,2021-08-09,Palmawasi
20210809,3006,NH,200.258,0.0,200.258,46.39,9.56941,36.82059,2021-08-09,Nuevo Horizonte
20210809,3702,SH,0.0,-34.2,34.2,0.0,0.0,0.0,2021-08-09,Shanuzi
20210810,3002,PW,690.01,603.8,86.21,172.66,147.6279,25.0321,2021-08-10,Palmawasi
20210810,3006,NH,241.613,16.65,224.963,54.41,11.22379,43.18621,2021-08-10,Nuevo Horizonte
20210810,3702,SH,365.65,319.91,45.74,89.407,85.20736,4.19964,2021-08-10,Shanuzi
20210811,3002,PW,900.12,757.83,142.29,227.74,194.72245,33.01755,2021-08-11,Palmawasi
20210811,3006,NH,325.254,62.52,262.734,74.86,15.44225,59.41775,2021-08-11,Nuevo Horizonte
20210811,3702,SH,742.5,689.7,52.8,178.18,169.81049,8.36951,2021-08-11,Shanuzi
20210812,3002,PW,910.14,770.88,139.26,229.25,196.01353,33.23647,2021-08-12,Palmawasi
20210812,3006,NH,365.34,60.33,305.01,87.85,18.12185,69.72815,2021-08-12,Nuevo Horizonte
20210812,3702,SH,1140.0,1097.25,42.75,275.678,262.7288,12.9492,2021-08-12,Shanuzi
20210812,3D02,TY,194.811,0.0,194.811,48.197,0.0,48.197,2021-08-12,Tulumayo
20210813,3002,PW,895.38,757.87,137.51,224.42,191.88378,32.53622,2021-08-13,Palmawasi
20210813,3006,NH,330.737,33.75,296.987,79.52,16.40352,63.11648,2021-08-13,Nuevo Horizonte
20210813,3702,SH,1021.26,970.72,50.54,242.973,231.56002,11.41298,2021-08-13,Shanuzi
20210814,3002,PW,810.29,690.4,119.89,203.0,173.56923,29.43077,2021-08-14,Palmawasi
20210814,3006,NH,306.052,105.79,200.262,77.33,15.95176,61.37824,2021-08-14,Nuevo Horizonte
20210814,3702,SH,1198.95,1162.98,35.97,288.846,275.27827,13.56773,2021-08-14,Shanuzi
20210814,3D02,TY,138.024,0.0,138.024,31.424,0.0,31.424,2021-08-14,Tulumayo
20210815,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-15,Palmawasi
20210815,3006,NH,0.0,33.6,-33.6,0.0,0.0,0.0,2021-08-15,Nuevo Horizonte
20210815,3702,SH,296.51,296.51,0.0,73.997,70.5212,3.4758,2021-08-15,Shanuzi
20210816,3002,PW,766.03,702.96,63.07,194.0,165.87404,28.12596,2021-08-16,Palmawasi
20210816,3006,NH,213.518,64.75,148.768,51.39,10.60082,40.78918,2021-08-16,Nuevo Horizonte
20210816,3702,SH,1264.2,1256.02,8.18,304.679,290.36755,14.31145,2021-08-16,Shanuzi
20210817,3002,PW,893.08,785.41,107.67,226.0,193.23471,32.76529,2021-08-17,Palmawasi
20210817,3006,NH,287.554,45.9,241.654,71.35,14.7182,56.6318,2021-08-17,Nuevo Horizonte
20210817,3702,SH,949.5,875.78,73.72,229.238,218.47018,10.76782,2021-08-17,Shanuzi
20210818,3002,PW,769.07,584.69,184.38,195.0,166.72906,28.27094,2021-08-18,Palmawasi
20210818,3006,NH,350.291,69.32,280.971,80.88,16.68406,64.19594,2021-08-18,Nuevo Horizonte
20210818,3702,SH,1083.34,1021.29,62.05,261.847,249.54747,12.29953,2021-08-18,Shanuzi
20210818,3D02,TY,107.78,0.0,107.78,27.254,0.0,27.254,2021-08-18,Tulumayo
20210819,3002,PW,924.98,796.1,128.88,234.0,200.07488,33.92512,2021-08-19,Palmawasi
20210819,3006,NH,303.635,112.91,190.725,73.06,15.07094,57.98906,2021-08-19,Nuevo Horizonte
20210819,3702,SH,1269.0,1181.47,87.53,304.786,290.46953,14.31647,2021-08-19,Shanuzi
20210819,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-19,Tulumayo
20210820,3002,PW,818.7,691.29,127.41,208.0,177.84433,30.15567,2021-08-20,Palmawasi
20210820,3006,NH,302.526,26.24,276.286,73.18,15.0957,58.0843,2021-08-20,Nuevo Horizonte
20210820,3702,SH,1337.04,1246.22,90.82,320.904,305.83043,15.07357,2021-08-20,Shanuzi
20210820,3D02,TY,247.5,0.0,247.5,58.017,0.0,58.017,2021-08-20,Tulumayo
20210821,3002,PW,792.06,726.7,65.36,201.15,171.98744,29.16256,2021-08-21,Palmawasi
20210821,3006,NH,206.523,42.93,163.593,49.85,10.28314,39.56686,2021-08-21,Nuevo Horizonte
20210821,3702,SH,1102.26,1061.34,40.92,264.669,252.23691,12.43209,2021-08-21,Shanuzi
20210821,3D02,TY,275.0,0.0,275.0,65.078,0.0,65.078,2021-08-21,Tulumayo
20210822,3002,PW,426.07,426.07,0.0,107.45,91.87199,15.57801,2021-08-22,Palmawasi
20210822,3702,SH,1030.51,1028.81,1.7,247.344,235.72571,11.61829,2021-08-22,Shanuzi
20210823,3002,PW,589.67,499.34,90.33,151.0,129.10815,21.89185,2021-08-23,Palmawasi
20210823,3006,NH,214.792,30.52,184.272,47.28,9.753,37.527,2021-08-23,Nuevo Horizonte
20210823,3702,SH,781.63,717.36,64.27,187.563,178.75275,8.81025,2021-08-23,Shanuzi
20210824,3002,PW,499.73,427.12,72.61,128.0,109.44267,18.55733,2021-08-24,Palmawasi
20210824,3006,NH,325.797,42.56,283.237,79.86,16.47366,63.38634,2021-08-24,Nuevo Horizonte
20210824,3702,SH,1235.83,1187.5,48.33,303.54,289.28206,14.25794,2021-08-24,Shanuzi
20210824,3D02,TY,137.5,0.0,137.5,33.319,0.0,33.319,2021-08-24,Tulumayo
20210825,3002,PW,765.04,612.94,152.1,197.0,168.4391,28.5609,2021-08-25,Palmawasi
20210825,3006,NH,294.395,15.84,278.555,72.38,14.93067,57.44933,2021-08-25,Nuevo Horizonte
20210825,3702,SH,954.62,909.98,44.64,234.163,223.16385,10.99915,2021-08-25,Shanuzi
20210825,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-25,Tulumayo
20210826,3002,PW,848.38,658.39,189.99,217.0,185.53952,31.46048,2021-08-26,Palmawasi
20210826,3006,NH,220.3,58.43,161.87,55.5,11.44863,44.05137,2021-08-26,Nuevo Horizonte
20210826,3702,SH,1203.2,1188.53,14.67,295.666,281.77791,13.88809,2021-08-26,Shanuzi
20210826,3D02,TY,137.5,0.0,137.5,34.521,0.0,34.521,2021-08-26,Tulumayo
20210827,3002,PW,717.36,593.18,124.18,170.0,145.35354,24.64646,2021-08-27,Palmawasi
20210827,3006,NH,265.593,59.72,205.873,66.07,13.62903,52.44097,2021-08-27,Nuevo Horizonte
20210827,3702,SH,1159.36,1116.52,42.84,292.846,279.09038,13.75562,2021-08-27,Shanuzi
20210827,3D02,TY,165.0,0.0,165.0,40.505,0.0,40.505,2021-08-27,Tulumayo
20210828,3002,PW,702.35,582.27,120.08,164.79,140.89888,23.89112,2021-08-28,Palmawasi
20210828,3006,NH,286.53,64.56,221.97,70.12,14.46447,55.65553,2021-08-28,Nuevo Horizonte
20210828,3702,SH,939.22,914.74,24.48,236.69,225.57215,11.11785,2021-08-28,Shanuzi
20210828,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-28,Tulumayo
20210829,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2021-08-29,Palmawasi
20210829,3006,NH,0.0,29.64,-29.64,0.0,0.0,0.0,2021-08-29,Nuevo Horizonte
20210829,3702,SH,834.95,834.95,0.0,212.289,202.31732,9.97168,2021-08-29,Shanuzi
20210830,3002,PW,0.0,-59.17,59.17,0.0,0.0,0.0,2021-08-30,Palmawasi
20210830,3006,NH,242.222,6.52,235.702,58.38,12.04273,46.33727,2021-08-30,Nuevo Horizonte
20210830,3702,SH,443.85,433.44,10.41,113.043,107.73312,5.30988,2021-08-30,Shanuzi
20210831,3002,PW,813.49,714.31,99.18,206.25,176.34805,29.90195,2021-08-31,Palmawasi
20210831,3006,NH,157.313,92.67,64.643,35.38,7.29825,28.08175,2021-08-31,Nuevo Horizonte
20210831,3702,SH,928.72,883.27,45.45,236.964,225.83328,11.13072,2021-08-31,Shanuzi
20210901,3002,PW,881.957,707.837,174.12,218.65,184.29172,34.35828,2021-09-01,Palmawasi
20210901,3006,NH,328.489,42.33,286.159,75.92,12.63888,63.28112,2021-09-01,Nuevo Horizonte
20210901,3702,SH,1227.76,1177.32,50.44,310.925,292.75557,18.16943,2021-09-01,Shanuzi
20210902,3002,PW,886.717,716.967,169.75,220.23,185.62344,34.60656,2021-09-02,Palmawasi
20210902,3006,NH,291.61,73.41,218.2,64.32,10.70776,53.61224,2021-09-02,Nuevo Horizonte
20210902,3702,SH,1191.4,1152.07,39.33,299.552,282.04717,17.50483,2021-09-02,Shanuzi
20210902,3D02,TY,118.0,0.0,118.0,30.034,0.0,30.034,2021-09-02,Tulumayo
20210903,3002,PW,928.162,774.652,153.51,229.45,193.39463,36.05537,2021-09-03,Palmawasi
20210903,3006,NH,324.022,57.35,266.672,74.93,12.47407,62.45593,2021-09-03,Nuevo Horizonte
20210903,3702,SH,1032.27,979.95,52.32,265.519,250.00295,15.51605,2021-09-03,Shanuzi
20210903,3D02,TY,192.5,0.0,192.5,47.196,0.0,47.196,2021-09-03,Tulumayo
20210904,3002,PW,772.544,615.504,157.04,196.45,165.58019,30.86981,2021-09-04,Palmawasi
20210904,3006,NH,212.801,58.37,154.431,49.24,8.19729,41.04271,2021-09-04,Nuevo Horizonte
20210904,3702,SH,0.0,-48.33,48.33,0.0,0.0,0.0,2021-09-04,Shanuzi
20210904,3D02,TY,177.0,0.0,177.0,40.368,0.0,40.368,2021-09-04,Tulumayo
20210905,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-05,Palmawasi
20210905,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-05,Shanuzi
20210906,3002,PW,740.056,629.846,110.21,190.45,160.52302,29.92698,2021-09-06,Palmawasi
20210906,3006,NH,258.955,46.4,212.555,58.38,9.71889,48.66111,2021-09-06,Nuevo Horizonte
20210906,3702,SH,102.05,41.62,60.43,26.343,24.8036,1.5394,2021-09-06,Shanuzi
20210906,3D02,TY,171.0,0.0,171.0,38.75,0.0,38.75,2021-09-06,Tulumayo
20210907,3002,PW,827.139,686.999,140.14,209.34,176.44468,32.89532,2021-09-07,Palmawasi
20210907,3006,NH,413.168,37.24,375.928,102.87,17.12542,85.74458,2021-09-07,Nuevo Horizonte
20210907,3702,SH,701.68,630.67,71.01,176.276,165.97501,10.30099,2021-09-07,Shanuzi
20210907,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-07,Tulumayo
20210908,3002,PW,946.413,773.523,172.89,240.45,202.66611,37.78389,2021-09-08,Palmawasi
20210908,3006,NH,279.792,42.0,237.792,64.35,10.71275,53.63725,2021-09-08,Nuevo Horizonte
20210908,3702,SH,962.64,872.82,89.82,247.541,233.07552,14.46548,2021-09-08,Shanuzi
20210908,3D02,TY,142.5,0.0,142.5,31.267,0.0,31.267,2021-09-08,Tulumayo
20210909,3002,PW,990.425,859.595,130.83,251.45,211.93759,39.51241,2021-09-09,Palmawasi
20210909,3006,NH,402.311,50.93,351.381,100.58,16.74419,83.83581,2021-09-09,Nuevo Horizonte
20210909,3702,SH,311.799,268.199,43.6,77.972,73.41557,4.55643,2021-09-09,Shanuzi
20210909,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-09,Tulumayo
20210910,3002,PW,1067.83,901.06,166.77,308.05,259.64356,48.40644,2021-09-10,Palmawasi
20210910,3006,NH,362.587,49.45,313.137,90.82,15.11938,75.70062,2021-09-10,Nuevo Horizonte
20210910,3702,SH,723.401,707.581,15.82,181.713,171.09429,10.61871,2021-09-10,Shanuzi
20210910,3D02,TY,116.0,0.0,116.0,26.292,0.0,26.292,2021-09-10,Tulumayo
20210911,3002,PW,971.097,786.837,184.26,276.45,233.00913,43.44087,2021-09-11,Palmawasi
20210911,3006,NH,324.854,45.73,279.124,73.08,12.16609,60.91391,2021-09-11,Nuevo Horizonte
20210911,3702,SH,1086.4,1018.08,68.32,265.368,249.86077,15.50723,2021-09-11,Shanuzi
20210911,3D02,TY,159.209,0.0,159.209,34.682,0.0,34.682,2021-09-11,Tulumayo
20210912,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-12,Palmawasi
20210912,3006,NH,0.0,27.6,-27.6,0.0,0.0,0.0,2021-09-12,Nuevo Horizonte
20210912,3702,SH,870.56,864.2,6.36,209.879,197.61436,12.26464,2021-09-12,Shanuzi
20210913,3002,PW,794.09,660.71,133.38,200.45,168.95164,31.49836,2021-09-13,Palmawasi
20210913,3006,NH,342.462,60.12,282.342,84.07,13.99567,70.07433,2021-09-13,Nuevo Horizonte
20210913,3702,SH,1055.0,1026.14,28.86,258.731,243.61162,15.11938,2021-09-13,Shanuzi
20210913,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-13,Tulumayo
20210914,3002,PW,1044.54,906.11,138.43,275.45,232.16627,43.28373,2021-09-14,Palmawasi
20210914,3006,NH,276.863,60.21,216.653,61.22,10.19168,51.02832,2021-09-14,Nuevo Horizonte
20210914,3702,SH,1120.0,1056.35,63.65,272.28,256.36886,15.91114,2021-09-14,Shanuzi
20210914,3D02,TY,146.444,0.0,146.444,32.89,0.0,32.89,2021-09-14,Tulumayo
20210915,3002,PW,895.13,772.43,122.7,238.71,201.19953,37.51047,2021-09-15,Palmawasi
20210915,3006,NH,401.667,74.01,327.657,94.45,15.72369,78.72631,2021-09-15,Nuevo Horizonte
20210915,3702,SH,811.2,719.06,92.14,196.568,185.08122,11.48678,2021-09-15,Shanuzi
20210915,3D02,TY,124.265,0.0,124.265,27.713,0.0,27.713,2021-09-15,Tulumayo
20210916,3002,PW,795.25,702.84,92.41,209.45,176.53739,32.91261,2021-09-16,Palmawasi
20210916,3006,NH,311.167,22.23,288.937,72.36,12.04623,60.31377,2021-09-16,Nuevo Horizonte
20210916,3702,SH,1073.5,1026.02,47.48,258.242,243.15119,15.09081,2021-09-16,Shanuzi
20210916,3D02,TY,214.726,0.0,214.726,51.295,0.0,51.295,2021-09-16,Tulumayo
20210917,3002,PW,982.24,783.0,199.24,246.56,207.81599,38.74401,2021-09-17,Palmawasi
20210917,3006,NH,345.663,56.27,289.393,76.17,12.6805,63.4895,2021-09-17,Nuevo Horizonte
20210917,3702,SH,1163.75,1110.56,53.19,280.005,263.64243,16.36257,2021-09-17,Shanuzi
20210917,3D02,TY,107.06,0.0,107.06,23.532,0.0,23.532,2021-09-17,Tulumayo
20210918,3002,PW,887.91,690.63,197.28,235.46,198.46023,36.99977,2021-09-18,Palmawasi
20210918,3006,NH,290.803,50.98,239.823,67.39,11.21884,56.17116,2021-09-18,Nuevo Horizonte
20210918,3702,SH,1030.75,969.52,61.23,247.898,233.41166,14.48634,2021-09-18,Shanuzi
20210918,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-18,Tulumayo
20210919,3002,PW,661.26,661.26,0.0,170.45,143.66578,26.78422,2021-09-19,Palmawasi
20210919,3702,SH,1180.67,1139.12,41.55,279.42,263.09162,16.32838,2021-09-19,Shanuzi
20210920,3002,PW,785.31,620.92,164.39,210.23,177.19482,33.03518,2021-09-20,Palmawasi
20210920,3006,NH,244.97,51.89,193.08,58.54,9.74552,48.79448,2021-09-20,Nuevo Horizonte
20210920,3702,SH,669.83,647.52,22.31,157.232,148.04388,9.18812,2021-09-20,Shanuzi
20210920,3D02,TY,163.2,0.0,163.2,36.926,0.0,36.926,2021-09-20,Tulumayo
20210921,3002,PW,958.29,845.98,112.31,240.45,202.66611,37.78389,2021-09-21,Palmawasi
20210921,3006,NH,378.315,73.14,305.175,85.12,14.17047,70.94953,2021-09-21,Nuevo Horizonte
20210921,3702,SH,1253.9,1211.84,42.06,291.428,274.39791,17.03009,2021-09-21,Shanuzi
20210921,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-21,Tulumayo
20210922,3002,PW,1000.71,829.71,171.0,254.28,214.32288,39.95712,2021-09-22,Palmawasi
20210922,3006,NH,345.821,15.84,329.981,79.88,13.29813,66.58187,2021-09-22,Nuevo Horizonte
20210922,3702,SH,984.44,938.28,46.16,228.397,215.05023,13.34677,2021-09-22,Shanuzi
20210922,3D02,TY,190.919,0.0,190.919,45.944,0.0,45.944,2021-09-22,Tulumayo
20210923,3002,PW,1075.6,934.89,140.71,285.76,240.85617,44.90383,2021-09-23,Palmawasi
20210923,3006,NH,421.067,165.34,255.727,93.64,15.58884,78.05116,2021-09-23,Nuevo Horizonte
20210923,3702,SH,1218.21,1136.88,81.33,282.374,265.873,16.501,2021-09-23,Shanuzi
20210923,3D02,TY,136.91,0.0,136.91,30.301,0.0,30.301,2021-09-23,Tulumayo
20210924,3002,PW,910.07,748.42,161.65,234.25,197.44036,36.80964,2021-09-24,Palmawasi
20210924,3006,NH,430.134,49.63,380.504,97.12,16.16818,80.95182,2021-09-24,Nuevo Horizonte
20210924,3702,SH,1277.1,1197.86,79.24,295.222,277.9702,17.2518,2021-09-24,Shanuzi
20210924,3D02,TY,125.172,0.0,125.172,29.067,0.0,29.067,2021-09-24,Tulumayo
20210925,3002,PW,1008.43,828.0,180.43,260.34,219.43063,40.90937,2021-09-25,Palmawasi
20210925,3006,NH,339.125,49.17,289.955,70.62,11.75656,58.86344,2021-09-25,Nuevo Horizonte
20210925,3702,SH,1194.22,1105.05,89.17,276.737,260.5654,16.1716,2021-09-25,Shanuzi
20210925,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-25,Tulumayo
20210926,3002,PW,477.34,477.34,0.0,125.45,105.73701,19.71299,2021-09-26,Palmawasi
20210926,3006,NH,229.876,48.65,181.226,52.8,8.78995,44.01005,2021-09-26,Nuevo Horizonte
20210926,3702,SH,676.571,656.131,20.44,156.344,147.20777,9.13623,2021-09-26,Shanuzi
20210927,3002,PW,1034.08,845.55,188.53,250.35,211.01044,39.33956,2021-09-27,Palmawasi
20210927,3006,NH,415.721,51.05,364.671,86.28,14.36358,71.91642,2021-09-27,Nuevo Horizonte
20210927,3702,SH,841.917,804.127,37.79,194.557,183.18773,11.36927,2021-09-27,Shanuzi
20210927,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-09-27,Tulumayo
20210928,3002,PW,1117.39,964.5,152.89,270.34,227.85924,42.48076,2021-09-28,Palmawasi
20210928,3006,NH,388.563,59.65,328.913,92.77,15.44401,77.32599,2021-09-28,Nuevo Horizonte
20210928,3702,SH,906.424,852.324,54.1,210.175,197.89307,12.28193,2021-09-28,Shanuzi
20210928,3D02,TY,135.313,0.0,135.313,30.663,0.0,30.663,2021-09-28,Tulumayo
20210929,3002,PW,1159.49,967.17,192.32,280.02,236.01815,44.00185,2021-09-29,Palmawasi
20210929,3006,NH,404.452,88.89,315.562,105.91,17.63151,88.27849,2021-09-29,Nuevo Horizonte
20210929,3702,SH,1151.938,1086.318,65.62,260.73,245.4938,15.2362,2021-09-29,Shanuzi
20210929,3D02,TY,106.27,0.0,106.27,22.679,0.0,22.679,2021-09-29,Tulumayo
20210930,3002,PW,1115.91,982.23,133.68,271.45,228.79482,42.65518,2021-09-30,Palmawasi
20210930,3006,NH,375.861,13.9,361.961,92.76,15.44234,77.31766,2021-09-30,Nuevo Horizonte
20210930,3702,SH,1182.831,1077.011,105.82,270.976,255.14106,15.83494,2021-09-30,Shanuzi
20210930,3D02,TY,200.11,0.0,200.11,44.822,0.0,44.822,2021-09-30,Tulumayo
20211001,3002,PW,1248.59,1073.27,175.32,301.04,257.64437,43.39563,2021-10-01,Palmawasi
20211001,3006,NH,38.61,81.18,-42.57,9.08,2.15057,6.92943,2021-10-01,Nuevo Horizonte
20211001,3702,SH,1269.9,1202.32,67.58,292.701,276.86003,15.84097,2021-10-01,Shanuzi
20211001,3D02,TY,234.062,0.0,234.062,57.78,0.0,57.78,2021-10-01,Tulumayo
20211002,3002,PW,1324.81,1124.5,200.31,321.78,275.39465,46.38535,2021-10-02,Palmawasi
20211002,3006,NH,392.979,104.13,288.849,87.06,20.61989,66.44011,2021-10-02,Nuevo Horizonte
20211002,3702,SH,1086.27,1013.55,72.72,252.583,238.91321,13.66979,2021-10-02,Shanuzi
20211002,3D02,TY,236.93,0.0,236.93,58.912,0.0,58.912,2021-10-02,Tulumayo
20211003,3002,PW,591.06,591.06,0.0,143.96,123.20782,20.75218,2021-10-03,Palmawasi
20211003,3006,NH,0.0,50.99,-50.99,0.0,0.0,0.0,2021-10-03,Nuevo Horizonte
20211003,3702,SH,344.62,332.1,12.52,80.355,76.00619,4.34881,2021-10-03,Shanuzi
20211004,3002,PW,1019.23,860.27,158.96,255.61,218.76321,36.84679,2021-10-04,Palmawasi
20211004,3006,NH,458.076,80.94,377.136,100.99,23.91917,77.07083,2021-10-04,Nuevo Horizonte
20211004,3702,SH,1073.831,1045.051,28.78,253.898,240.15704,13.74096,2021-10-04,Shanuzi
20211004,3D02,TY,138.415,0.0,138.415,34.194,0.0,34.194,2021-10-04,Tulumayo
20211005,3002,PW,1119.56,962.14,157.42,285.02,243.93369,41.08631,2021-10-05,Palmawasi
20211005,3006,NH,409.1,91.76,317.34,91.26,21.61465,69.64535,2021-10-05,Nuevo Horizonte
20211005,3702,SH,1027.169,961.979,65.19,238.306,225.40888,12.89712,2021-10-05,Shanuzi
20211005,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-05,Tulumayo
20211006,3002,PW,1167.71,1000.34,167.37,276.4,236.55628,39.84372,2021-10-06,Palmawasi
20211006,3006,NH,381.033,96.65,284.383,91.34,21.6336,69.7064,2021-10-06,Nuevo Horizonte
20211006,3702,SH,1172.831,1106.671,66.16,271.854,257.14127,14.71273,2021-10-06,Shanuzi
20211006,3D02,TY,115.115,0.0,115.115,28.661,0.0,28.661,2021-10-06,Tulumayo
20211007,3002,PW,1225.69,1052.45,173.24,296.66,253.89575,42.76425,2021-10-07,Palmawasi
20211007,3006,NH,418.721,90.9,327.821,98.63,23.36021,75.26979,2021-10-07,Nuevo Horizonte
20211007,3702,SH,961.88,872.63,89.25,222.208,210.18211,12.02589,2021-10-07,Shanuzi
20211007,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-07,Tulumayo
20211008,3002,PW,1189.06,998.08,190.98,286.0,244.77242,41.22758,2021-10-08,Palmawasi
20211008,3006,NH,415.851,112.11,303.741,92.03,21.79702,70.23298,2021-10-08,Nuevo Horizonte
20211008,3702,SH,1179.87,1128.03,51.84,271.076,256.40537,14.67063,2021-10-08,Shanuzi
20211008,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-08,Tulumayo
20211009,3002,PW,1012.35,806.74,205.61,263.08,225.15639,37.92361,2021-10-09,Palmawasi
20211009,3006,NH,378.291,31.31,346.981,87.4,20.70042,66.69958,2021-10-09,Nuevo Horizonte
20211009,3702,SH,0.0,-46.63,46.63,0.0,0.0,0.0,2021-10-09,Shanuzi
20211009,3D02,TY,135.59,0.0,135.59,33.16,0.0,33.16,2021-10-09,Tulumayo
20211010,3002,PW,216.23,216.23,0.0,53.98,46.19865,7.78135,2021-10-10,Palmawasi
20211010,3702,SH,0.0,-12.83,12.83,0.0,0.0,0.0,2021-10-10,Shanuzi
20211011,3002,PW,927.67,810.87,116.8,230.56,197.32423,33.23577,2021-10-11,Palmawasi
20211011,3006,NH,453.395,30.77,422.625,100.16,23.72259,76.43741,2021-10-11,Nuevo Horizonte
20211011,3702,SH,153.5,122.62,30.88,36.778,34.78758,1.99042,2021-10-11,Shanuzi
20211011,3D02,TY,137.5,0.0,137.5,34.538,0.0,34.538,2021-10-11,Tulumayo
20211012,3002,PW,989.89,813.32,176.57,241.23,206.45612,34.77388,2021-10-12,Palmawasi
20211012,3006,NH,366.28,80.49,285.79,84.26,19.95672,64.30328,2021-10-12,Nuevo Horizonte
20211012,3702,SH,1059.1,970.43,88.67,260.143,246.06406,14.07894,2021-10-12,Shanuzi
20211012,3D02,TY,110.24,0.0,110.24,27.723,0.0,27.723,2021-10-12,Tulumayo
20211013,3002,PW,1182.05,1009.66,172.39,285.06,243.96792,41.09208,2021-10-13,Palmawasi
20211013,3006,NH,375.296,32.8,342.496,95.93,22.72072,73.20928,2021-10-13,Nuevo Horizonte
20211013,3702,SH,575.21,551.18,24.03,141.221,133.57812,7.64288,2021-10-13,Shanuzi
20211013,3D02,TY,220.565,0.0,220.565,54.418,0.0,54.418,2021-10-13,Tulumayo
20211014,3002,PW,777.1,607.63,169.47,192.72,164.93895,27.78105,2021-10-14,Palmawasi
20211014,3006,NH,328.311,98.89,229.421,69.002,16.34291,52.65909,2021-10-14,Nuevo Horizonte
20211014,3702,SH,1095.1,970.67,124.43,269.428,254.84656,14.58144,2021-10-14,Shanuzi
20211014,3D02,TY,145.875,0.0,145.875,36.698,0.0,36.698,2021-10-14,Tulumayo
20211015,3002,PW,797.7,592.07,205.63,199.34,170.60466,28.73534,2021-10-15,Palmawasi
20211015,3006,NH,440.334,131.67,308.664,107.375,25.43144,81.94356,2021-10-15,Nuevo Horizonte
20211015,3702,SH,1056.68,985.05,71.63,260.562,246.46039,14.10161,2021-10-15,Shanuzi
20211015,3D02,TY,186.48,0.0,186.48,45.414,0.0,45.414,2021-10-15,Tulumayo
20211016,3002,PW,956.92,800.23,156.69,236.2,202.15121,34.04879,2021-10-16,Palmawasi
20211016,3006,NH,283.086,87.99,195.096,73.044,17.30025,55.74375,2021-10-16,Nuevo Horizonte
20211016,3702,SH,1152.247,1100.727,51.52,284.16,268.78127,15.37873,2021-10-16,Shanuzi
20211016,3D02,TY,0.0,0.0,0.0,0.0,0.0,0.0,2021-10-16,Tulumayo
20211017,3002,PW,685.93,685.93,0.0,170.45,145.87923,24.57077,2021-10-17,Palmawasi
20211017,3006,NH,0.0,29.43,-29.43,0.0,0.0,0.0,2021-10-17,Nuevo Horizonte
20211017,3702,SH,795.673,788.553,7.12,196.441,185.80962,10.63138,2021-10-17,Shanuzi
20211018,3002,PW,1132.42,972.58,159.84,276.76,236.86439,39.89561,2021-10-18,Palmawasi
20211018,3006,NH,354.718,29.7,325.018,84.631,20.04459,64.58641,2021-10-18,Nuevo Horizonte
