pk_tiempo,vch_centro,SEDE,RFFProcesado,RFFProcesadoPropios,RFFProcesadoTerceros,CPOObtenido,CPOObtenidoPropios,CPOObtenidoTerceros,FECHA,PLANTACION
20190402,3006,NH,213.41,0.0,213.41,55.02,9.32629,45.69371,2019-04-02,Nuevo Horizonte
20190402,3702,SH,838.3,817.84,20.46,203.25,200.33239,2.91761,2019-04-02,Shanuzi
20190403,3002,PW,1020.22,894.02,126.2,257.77,231.28136,26.48864,2019-04-03,Palmawasi
20190403,3006,NH,211.83,67.73,144.1,52.4,8.88218,43.51782,2019-04-03,Nuevo Horizonte
20190403,3702,SH,910.56,890.72,19.84,226.858,223.6015,3.2565,2019-04-03,Shanuzi
20190404,3002,PW,893.5,807.04,86.46,216.7,194.43175,22.26825,2019-04-04,Palmawasi
20190404,3006,NH,250.04,65.19,184.85,64.01,10.85016,53.15984,2019-04-04,Nuevo Horizonte
20190404,3702,SH,811.2,780.96,30.24,201.865,198.96727,2.89773,2019-04-04,Shanuzi
20190405,3002,PW,972.28,865.99,106.29,244.0,218.92638,25.07362,2019-04-05,Palmawasi
20190405,3006,NH,192.87,38.93,153.94,48.36,8.19737,40.16263,2019-04-05,Nuevo Horizonte
20190405,3702,SH,1124.64,1120.39,4.25,280.652,276.6233,4.0287,2019-04-05,Shanuzi
20190406,3002,PW,870.02,786.94,83.08,210.95,189.27262,21.67738,2019-04-06,Palmawasi
20190406,3006,NH,196.87,39.91,156.96,46.85,7.94141,38.90859,2019-04-06,Nuevo Horizonte
20190406,3702,SH,918.4,918.4,0.0,224.054,220.83775,3.21625,2019-04-06,Shanuzi
20190407,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-07,Palmawasi
20190407,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-07,Shanuzi
20190408,3002,PW,597.23,539.06,58.17,153.31,137.55575,15.75425,2019-04-08,Palmawasi
20190408,3006,NH,136.91,0.0,136.91,30.22,5.12251,25.09749,2019-04-08,Nuevo Horizonte
20190408,3702,SH,64.35,62.22,2.13,15.653,15.4283,0.2247,2019-04-08,Shanuzi
20190409,3002,PW,860.47,771.64,88.83,234.91,210.77047,24.13953,2019-04-09,Palmawasi
20190409,3006,NH,228.44,0.0,228.44,57.48,9.74328,47.73672,2019-04-09,Nuevo Horizonte
20190409,3702,SH,365.65,359.25,6.4,91.17,89.86127,1.30873,2019-04-09,Shanuzi
20190410,3002,PW,1000.799,849.969,150.83,250.7,224.93788,25.76212,2019-04-10,Palmawasi
20190410,3006,NH,200.21,37.71,162.5,52.87,8.96185,43.90815,2019-04-10,Nuevo Horizonte
20190410,3702,SH,560.55,553.09,7.46,140.0,137.99033,2.00967,2019-04-10,Shanuzi
20190411,3002,PW,1059.16,937.47,121.69,250.0,224.30981,25.69019,2019-04-11,Palmawasi
20190411,3006,NH,182.23,25.4,156.83,49.39,8.37196,41.01804,2019-04-11,Nuevo Horizonte
20190411,3702,SH,766.5,754.1,12.4,191.562,188.81217,2.74983,2019-04-11,Shanuzi
20190412,3002,PW,945.41,868.76,76.65,228.51,205.02814,23.48186,2019-04-12,Palmawasi
20190412,3006,NH,177.015,62.97,114.045,40.89,6.93115,33.95885,2019-04-12,Nuevo Horizonte
20190412,3702,SH,625.4,591.62,33.78,156.573,154.32543,2.24757,2019-04-12,Shanuzi
20190413,3002,PW,1034.64,918.42,116.22,255.74,229.45997,26.28003,2019-04-13,Palmawasi
20190413,3006,NH,196.05,37.96,158.09,45.63,7.73461,37.89539,2019-04-13,Nuevo Horizonte
20190413,3702,SH,940.5,930.53,9.97,236.439,233.04497,3.39403,2019-04-13,Shanuzi
20190414,3002,PW,474.12,474.12,0.0,120.53,108.14425,12.38575,2019-04-14,Palmawasi
20190414,3702,SH,961.61,961.61,0.0,250.164,246.57295,3.59105,2019-04-14,Shanuzi
20190415,3002,PW,993.531,938.981,54.55,210.0,188.42024,21.57976,2019-04-15,Palmawasi
20190415,3006,NH,133.08,45.22,87.86,31.39,5.32083,26.06917,2019-04-15,Nuevo Horizonte
20190415,3702,SH,966.15,959.91,6.24,249.309,245.73022,3.57878,2019-04-15,Shanuzi
20190416,3002,PW,940.55,836.69,103.86,230.0,206.36503,23.63497,2019-04-16,Palmawasi
20190416,3006,NH,225.28,33.08,192.2,55.84,9.46528,46.37472,2019-04-16,Nuevo Horizonte
20190416,3702,SH,850.0,844.46,5.54,219.164,216.01795,3.14605,2019-04-16,Shanuzi
20190417,3002,PW,968.42,880.66,87.76,238.0,213.54294,24.45706,2019-04-17,Palmawasi
20190417,3006,NH,200.76,63.05,137.71,46.48,7.8787,38.6013,2019-04-17,Nuevo Horizonte
20190417,3702,SH,795.0,776.14,18.86,190.881,188.14094,2.74006,2019-04-17,Shanuzi
20190418,3002,PW,990.17,843.92,146.25,241.0,216.23466,24.76534,2019-04-18,Palmawasi
20190418,3006,NH,304.26,30.38,273.88,70.23,11.90449,58.32551,2019-04-18,Nuevo Horizonte
20190418,3702,SH,875.0,865.36,9.64,223.103,219.90041,3.20259,2019-04-18,Shanuzi
20190419,3002,PW,799.31,697.95,101.36,200.0,179.44785,20.55215,2019-04-19,Palmawasi
20190419,3702,SH,832.1,830.41,1.69,207.106,204.13304,2.97296,2019-04-19,Shanuzi
20190420,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-20,Palmawasi
20190420,3006,NH,273.39,0.0,273.39,64.2,10.88236,53.31764,2019-04-20,Nuevo Horizonte
20190420,3702,SH,444.51,444.51,0.0,113.276,111.64995,1.62605,2019-04-20,Shanuzi
20190421,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-21,Palmawasi
20190421,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-21,Shanuzi
20190422,3002,PW,976.15,894.96,81.19,238.65,214.12615,24.52385,2019-04-22,Palmawasi
20190422,3006,NH,156.179,0.0,156.179,40.14,6.80402,33.33598,2019-04-22,Nuevo Horizonte
20190422,3702,SH,311.1,297.1,14.0,78.797,77.66589,1.13111,2019-04-22,Shanuzi
20190423,3002,PW,1018.2,917.08,101.12,248.0,222.51533,25.48467,2019-04-23,Palmawasi
20190423,3006,NH,90.3,65.48,24.82,22.77,3.85968,18.91032,2019-04-23,Nuevo Horizonte
20190423,3702,SH,821.6,801.81,19.79,209.116,206.11419,3.00181,2019-04-23,Shanuzi
20190424,3002,PW,935.06,794.89,140.17,225.0,201.87883,23.12117,2019-04-24,Palmawasi
20190424,3006,NH,157.12,0.0,157.12,38.59,6.54128,32.04872,2019-04-24,Nuevo Horizonte
20190424,3702,SH,871.5,851.8,19.7,223.795,220.58247,3.21253,2019-04-24,Shanuzi
20190425,3002,PW,906.63,801.65,104.98,218.0,195.59816,22.40184,2019-04-25,Palmawasi
20190425,3006,NH,177.24,39.28,137.96,40.16,6.80741,33.35259,2019-04-25,Nuevo Horizonte
20190425,3702,SH,897.75,890.05,7.7,229.943,226.64222,3.30078,2019-04-25,Shanuzi
20190426,3002,PW,998.88,879.43,119.45,250.0,224.30981,25.69019,2019-04-26,Palmawasi
20190426,3006,NH,285.474,35.1,250.374,68.02,11.52988,56.49012,2019-04-26,Nuevo Horizonte
20190426,3702,SH,901.32,898.52,2.8,222.964,219.7634,3.2006,2019-04-26,Shanuzi
20190427,3002,PW,925.22,854.72,70.5,232.0,208.15951,23.84049,2019-04-27,Palmawasi
20190427,3006,NH,186.89,34.54,152.35,45.27,7.67359,37.59641,2019-04-27,Nuevo Horizonte
20190427,3702,SH,1014.04,1003.92,10.12,252.47,248.84585,3.62415,2019-04-27,Shanuzi
20190428,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-04-28,Palmawasi
20190428,3702,SH,975.0,975.0,0.0,244.022,240.51912,3.50288,2019-04-28,Shanuzi
20190429,3002,PW,920.17,853.43,66.74,220.0,197.39263,22.60737,2019-04-29,Palmawasi
20190429,3006,NH,168.03,63.91,104.12,38.7,6.55993,32.14007,2019-04-29,Nuevo Horizonte
20190429,3702,SH,715.85,709.31,6.54,180.949,178.35152,2.59748,2019-04-29,Shanuzi
20190430,3002,PW,941.65,861.44,80.21,230.0,206.36503,23.63497,2019-04-30,Palmawasi
20190430,3006,NH,248.07,33.69,214.38,63.92,10.8349,53.0851,2019-04-30,Nuevo Horizonte
20190430,3702,SH,896.5,878.14,18.36,225.172,221.93971,3.23229,2019-04-30,Shanuzi
20190501,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-01,Palmawasi
20190501,3702,SH,636.5,636.5,0.0,160.461,159.02658,1.43442,2019-05-01,Shanuzi
20190502,3002,PW,941.31,856.63,84.68,235.0,211.60491,23.39509,2019-05-02,Palmawasi
20190502,3006,NH,263.47,34.01,229.46,66.49,13.63197,52.85803,2019-05-02,Nuevo Horizonte
20190502,3702,SH,742.05,721.04,21.01,367.04,363.75889,3.28111,2019-05-02,Shanuzi
20190503,3002,PW,1043.63,923.01,120.62,260.0,234.11607,25.88393,2019-05-03,Palmawasi
20190503,3006,NH,142.43,34.36,108.07,33.62,6.89287,26.72713,2019-05-03,Nuevo Horizonte
20190503,3702,SH,523.8,516.52,7.28,132.342,131.15894,1.18306,2019-05-03,Shanuzi
20190504,3002,PW,914.55,799.78,114.77,230.0,207.10268,22.89732,2019-05-04,Palmawasi
20190504,3006,NH,131.66,25.37,106.29,33.13,6.79241,26.33759,2019-05-04,Nuevo Horizonte
20190504,3702,SH,570.0,559.356,10.644,144.802,143.50756,1.29444,2019-05-04,Shanuzi
20190505,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,Palmawasi
20190505,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-05,Shanuzi
20190506,3002,PW,467.41,411.2,56.21,116.0,104.45179,11.54821,2019-05-06,Palmawasi
20190506,3006,NH,159.713,62.0,97.713,39.05,8.00614,31.04386,2019-05-06,Nuevo Horizonte
20190506,3702,SH,291.0,291.0,0.0,75.366,74.69227,0.67373,2019-05-06,Shanuzi
20190507,3002,PW,944.06,859.96,84.1,232.94,209.74999,23.19001,2019-05-07,Palmawasi
20190507,3006,NH,164.65,0.0,164.65,42.69,8.75242,33.93758,2019-05-07,Nuevo Horizonte
20190507,3702,SH,971.52,961.22,10.3,246.54,244.33609,2.20391,2019-05-07,Shanuzi
20190508,3002,PW,1020.28,910.94,109.34,264.97,238.59129,26.37871,2019-05-08,Palmawasi
20190508,3006,NH,204.12,0.0,204.12,49.02,10.05022,38.96978,2019-05-08,Nuevo Horizonte
20190508,3702,SH,780.85,774.79,6.06,207.542,205.6867,1.8553,2019-05-08,Shanuzi
20190509,3002,PW,919.93,801.92,118.01,232.0,208.90357,23.09643,2019-05-09,Palmawasi
20190509,3006,NH,121.92,22.18,99.74,32.2,6.60173,25.59827,2019-05-09,Nuevo Horizonte
20190509,3702,SH,294.25,287.96,6.29,77.205,76.51484,0.69016,2019-05-09,Shanuzi
20190510,3002,PW,885.9,788.68,97.22,227.0,204.40134,22.59866,2019-05-10,Palmawasi
20190510,3006,NH,164.04,4.38,159.66,39.18,8.03279,31.14721,2019-05-10,Nuevo Horizonte
20190510,3702,SH,770.0,763.22,6.78,197.147,195.38463,1.76237,2019-05-10,Shanuzi
20190511,3002,PW,825.71,783.33,42.38,209.0,188.19331,20.80669,2019-05-11,Palmawasi
20190511,3006,NH,0.0,23.15,-23.15,0.0,0.0,0.0,2019-05-11,Nuevo Horizonte
20190511,3702,SH,1071.2,1068.36,2.84,273.278,270.83506,2.44294,2019-05-11,Shanuzi
20190512,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-12,Palmawasi
20190512,3702,SH,732.95,732.95,0.0,188.607,186.92097,1.68603,2019-05-12,Shanuzi
20190513,3002,PW,470.9,449.18,21.72,117.0,105.35223,11.64777,2019-05-13,Palmawasi
20190513,3006,NH,203.76,60.71,143.05,48.6,9.96411,38.63589,2019-05-13,Nuevo Horizonte
20190513,3702,SH,918.45,913.38,5.07,238.345,236.21434,2.13066,2019-05-13,Shanuzi
20190514,3002,PW,814.08,744.5,69.58,201.0,180.98973,20.01027,2019-05-14,Palmawasi
20190514,3006,NH,145.8,71.52,74.28,36.73,7.53049,29.19951,2019-05-14,Nuevo Horizonte
20190514,3702,SH,373.45,362.35,11.1,93.906,93.06654,0.83946,2019-05-14,Shanuzi
20190515,3002,PW,836.04,747.86,88.18,209.0,188.19331,20.80669,2019-05-15,Palmawasi
20190515,3006,NH,209.82,67.38,142.44,50.01,10.25319,39.75681,2019-05-15,Nuevo Horizonte
20190515,3702,SH,1014.55,1011.31,3.24,253.791,251.52227,2.26873,2019-05-15,Shanuzi
20190516,3002,PW,888.58,807.07,81.51,225.0,202.60045,22.39955,2019-05-16,Palmawasi
20190516,3006,NH,185.315,0.0,185.315,42.31,8.67452,33.63548,2019-05-16,Nuevo Horizonte
20190516,3702,SH,1009.4,1000.63,8.77,257.604,255.30118,2.30282,2019-05-16,Shanuzi
20190517,3002,PW,877.12,767.85,109.27,219.0,197.19777,21.80223,2019-05-17,Palmawasi
20190517,3006,NH,154.729,81.23,73.499,41.1,8.42644,32.67356,2019-05-17,Nuevo Horizonte
20190517,3702,SH,993.95,981.74,12.21,255.696,253.41024,2.28576,2019-05-17,Shanuzi
20190518,3002,PW,842.63,740.48,102.15,211.0,189.9942,21.0058,2019-05-18,Palmawasi
20190518,3006,NH,160.753,46.42,114.333,39.78,8.15581,31.62419,2019-05-18,Nuevo Horizonte
20190518,3702,SH,777.0,772.72,4.28,199.882,198.09518,1.78682,2019-05-18,Shanuzi
20190519,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-19,Palmawasi
20190519,3702,SH,690.1,690.1,0.0,173.693,172.14029,1.55271,2019-05-19,Shanuzi
20190520,3002,PW,464.63,414.56,50.07,115.0,103.55134,11.44866,2019-05-20,Palmawasi
20190520,3006,NH,215.302,59.88,155.422,53.46,10.96052,42.49948,2019-05-20,Nuevo Horizonte
20190520,3702,SH,705.0,697.85,7.15,175.262,173.69527,1.56673,2019-05-20,Shanuzi
20190521,3002,PW,879.3,810.02,69.28,219.34,197.50392,21.83608,2019-05-21,Palmawasi
20190521,3006,NH,141.241,0.0,141.241,38.44,7.88108,30.55892,2019-05-21,Nuevo Horizonte
20190521,3702,SH,1026.75,1018.5,8.25,265.273,262.90162,2.37138,2019-05-21,Shanuzi
20190522,3002,PW,906.15,792.84,113.31,227.4,204.76152,22.63848,2019-05-22,Palmawasi
20190522,3006,NH,122.096,0.0,122.096,29.94,6.13838,23.80162,2019-05-22,Nuevo Horizonte
20190522,3702,SH,670.0,660.85,9.15,165.736,164.25442,1.48158,2019-05-22,Shanuzi
20190523,3002,PW,1048.25,985.47,62.78,263.0,236.81741,26.18259,2019-05-23,Palmawasi
20190523,3006,NH,121.163,38.59,82.573,29.47,6.04202,23.42798,2019-05-23,Nuevo Horizonte
20190523,3702,SH,1076.35,1064.76,11.59,276.274,273.80428,2.46972,2019-05-23,Shanuzi
20190524,3002,PW,908.1,843.51,64.59,228.0,205.30179,22.69821,2019-05-24,Palmawasi
20190524,3006,NH,171.342,21.8,149.542,42.18,8.64786,33.53214,2019-05-24,Nuevo Horizonte
20190524,3702,SH,1112.4,1107.51,4.89,284.773,282.22731,2.54569,2019-05-24,Shanuzi
20190525,3002,PW,756.14,668.17,87.97,191.0,171.98527,19.01473,2019-05-25,Palmawasi
20190525,3006,NH,156.295,66.47,89.825,38.53,7.89953,30.63047,2019-05-25,Nuevo Horizonte
20190525,3702,SH,968.0,960.53,7.47,247.072,244.86333,2.20867,2019-05-25,Shanuzi
20190526,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-05-26,Palmawasi
20190526,3702,SH,540.0,540.0,0.0,137.391,136.16281,1.22819,2019-05-26,Shanuzi
20190527,3002,PW,605.49,574.99,30.5,156.0,140.46964,15.53036,2019-05-27,Palmawasi
20190527,3006,NH,144.628,33.54,111.088,34.98,7.1717,27.8083,2019-05-27,Nuevo Horizonte
20190527,3702,SH,364.5,358.41,6.09,91.66,90.84062,0.81938,2019-05-27,Shanuzi
20190528,3002,PW,840.0,761.87,78.13,214.0,192.69554,21.30446,2019-05-28,Palmawasi
20190528,3006,NH,126.744,51.51,75.234,32.67,6.6981,25.9719,2019-05-28,Nuevo Horizonte
20190528,3702,SH,957.9,955.77,2.13,246.13,243.92975,2.20025,2019-05-28,Shanuzi
20190529,3002,PW,754.19,672.45,81.74,192.32,173.17386,19.14614,2019-05-29,Palmawasi
20190529,3006,NH,275.232,41.14,234.092,66.15,13.56226,52.58774,2019-05-29,Nuevo Horizonte
20190529,3702,SH,609.9,601.64,8.26,156.27,154.87304,1.39696,2019-05-29,Shanuzi
20190530,3002,PW,862.42,749.99,112.43,209.0,188.19331,20.80669,2019-05-30,Palmawasi
20190530,3006,NH,162.926,0.0,162.926,38.98,7.99179,30.98821,2019-05-30,Nuevo Horizonte
20190530,3702,SH,698.5,692.32,6.18,179.5,177.89538,1.60462,2019-05-30,Shanuzi
20190531,3002,PW,896.49,795.35,101.14,230.0,207.10268,22.89732,2019-05-31,Palmawasi
20190531,3006,NH,127.508,10.67,116.838,32.64,6.69194,25.94806,2019-05-31,Nuevo Horizonte
20190531,3702,SH,690.0,675.18,14.82,173.06,171.51295,1.54705,2019-05-31,Shanuzi
20190601,3002,PW,648.9,585.85,63.05,164.0,146.86772,17.13228,2019-06-01,Palmawasi
20190601,3006,NH,114.737,15.82,98.917,26.0,5.40101,20.59899,2019-06-01,Nuevo Horizonte
20190601,3702,SH,724.85,724.85,0.0,182.558,181.06488,1.49312,2019-06-01,Shanuzi
20190602,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-02,Palmawasi
20190602,3702,SH,709.5,709.5,0.0,0.0,0.0,0.0,2019-06-02,Shanuzi
20190603,3002,PW,464.28,432.77,31.51,117.0,104.77758,12.22242,2019-06-03,Palmawasi
20190603,3006,NH,127.574,0.0,127.574,30.64,6.36488,24.27512,2019-06-03,Nuevo Horizonte
20190603,3702,SH,368.65,365.34,3.31,93.753,92.98621,0.76679,2019-06-03,Shanuzi
20190604,3002,PW,761.91,709.71,52.2,195.0,174.62931,20.37069,2019-06-04,Palmawasi
20190604,3006,NH,95.154,0.0,95.154,24.7,5.13096,19.56904,2019-06-04,Nuevo Horizonte
20190604,3702,SH,759.7,759.7,0.0,190.07,188.51544,1.55456,2019-06-04,Shanuzi
20190605,3002,PW,811.06,706.87,104.19,205.0,183.58466,21.41534,2019-06-05,Palmawasi
20190605,3006,NH,89.773,36.32,53.453,22.77,4.73004,18.03996,2019-06-05,Nuevo Horizonte
20190605,3702,SH,737.3,728.29,9.01,186.15,184.6275,1.5225,2019-06-05,Shanuzi
20190606,3002,PW,864.7,769.72,94.98,218.0,195.22661,22.77339,2019-06-06,Palmawasi
20190606,3006,NH,196.964,35.7,161.264,46.33,9.62418,36.70582,2019-06-06,Nuevo Horizonte
20190606,3702,SH,882.45,876.46,5.99,222.893,221.06999,1.82301,2019-06-06,Shanuzi
20190607,3002,PW,775.65,702.87,72.78,187.0,167.46503,19.53497,2019-06-07,Palmawasi
20190607,3006,NH,210.102,55.29,154.812,51.29,10.65453,40.63547,2019-06-07,Nuevo Horizonte
20190607,3702,SH,681.25,667.42,13.83,170.801,169.40404,1.39696,2019-06-07,Shanuzi
20190608,3002,PW,761.57,669.22,92.35,179.77,160.99031,18.77969,2019-06-08,Palmawasi
20190608,3006,NH,258.188,62.58,195.608,65.03,13.50875,51.52125,2019-06-08,Nuevo Horizonte
20190608,3702,SH,570.0,563.94,6.06,142.909,141.74017,1.16883,2019-06-08,Shanuzi
20190609,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-09,Palmawasi
20190609,3702,SH,517.45,517.45,0.0,129.661,128.60052,1.06048,2019-06-09,Shanuzi
20190610,3002,PW,456.74,404.26,52.48,111.5,99.85214,11.64786,2019-06-10,Palmawasi
20190610,3006,NH,0.0,45.14,-45.14,0.0,0.0,0.0,2019-06-10,Nuevo Horizonte
20190610,3702,SH,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-10,Shanuzi
20190611,3002,PW,826.92,733.45,93.47,203.0,181.79359,21.20641,2019-06-11,Palmawasi
20190611,3006,NH,237.271,41.22,196.051,55.24,11.47507,43.76493,2019-06-11,Nuevo Horizonte
20190611,3702,SH,295.0,279.31,15.69,78.349,77.70819,0.64081,2019-06-11,Shanuzi
20190612,3002,PW,774.26,711.54,62.72,192.0,171.9427,20.0573,2019-06-12,Palmawasi
20190612,3006,NH,192.156,46.03,146.126,48.18,10.00848,38.17152,2019-06-12,Nuevo Horizonte
20190612,3702,SH,880.0,870.59,9.41,238.58,236.62869,1.95131,2019-06-12,Shanuzi
20190613,3002,PW,814.42,724.28,90.14,200.0,179.10698,20.89302,2019-06-13,Palmawasi
20190613,3006,NH,183.341,0.0,183.341,46.81,9.72389,37.08611,2019-06-13,Nuevo Horizonte
20190613,3702,SH,790.0,786.76,3.24,207.081,205.38731,1.69369,2019-06-13,Shanuzi
20190614,3002,PW,923.17,832.94,90.23,228.0,204.18196,23.81804,2019-06-14,Palmawasi
20190614,3006,NH,148.453,0.0,148.453,35.35,7.34329,28.00671,2019-06-14,Nuevo Horizonte
20190614,3702,SH,875.0,859.19,15.81,229.261,227.3859,1.8751,2019-06-14,Shanuzi
20190615,3002,PW,861.0,763.28,97.72,228.0,204.18196,23.81804,2019-06-15,Palmawasi
20190615,3006,NH,0.0,21.73,-21.73,0.0,0.0,0.0,2019-06-15,Nuevo Horizonte
20190615,3702,SH,910.0,903.25,6.75,238.928,236.97384,1.95416,2019-06-15,Shanuzi
20190616,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-16,Palmawasi
20190616,3702,SH,451.0,451.0,0.0,115.861,114.91339,0.94761,2019-06-16,Shanuzi
20190617,3002,PW,528.84,508.84,20.0,132.0,118.21061,13.78939,2019-06-17,Palmawasi
20190617,3006,NH,144.19,35.6,108.59,34.96,7.26228,27.69772,2019-06-17,Nuevo Horizonte
20190617,3702,SH,402.5,401.52,0.98,104.116,103.26445,0.85155,2019-06-17,Shanuzi
20190618,3002,PW,855.19,785.39,69.8,210.0,188.06233,21.93767,2019-06-18,Palmawasi
20190618,3006,NH,270.507,64.08,206.427,65.5,13.60639,51.89361,2019-06-18,Nuevo Horizonte
20190618,3702,SH,847.0,847.0,0.0,216.25,214.48132,1.76868,2019-06-18,Shanuzi
20190619,3002,PW,1030.4,891.28,139.12,257.0,230.15247,26.84753,2019-06-19,Palmawasi
20190619,3006,NH,0.0,44.1,-44.1,0.0,0.0,0.0,2019-06-19,Nuevo Horizonte
20190619,3702,SH,930.0,917.56,12.44,234.786,232.86572,1.92028,2019-06-19,Shanuzi
20190620,3002,PW,917.08,835.5,81.58,228.0,204.18196,23.81804,2019-06-20,Palmawasi
20190620,3006,NH,224.015,86.65,137.365,51.89,10.77917,41.11083,2019-06-20,Nuevo Horizonte
20190620,3702,SH,550.0,540.49,9.51,140.688,139.53733,1.15067,2019-06-20,Shanuzi
20190621,3002,PW,814.11,711.67,102.44,203.0,181.79359,21.20641,2019-06-21,Palmawasi
20190621,3006,NH,273.527,26.24,247.287,65.76,13.6604,52.0996,2019-06-21,Nuevo Horizonte
20190621,3702,SH,640.0,637.85,2.15,164.084,162.74198,1.34202,2019-06-21,Shanuzi
20190622,3002,PW,701.67,632.31,69.36,176.0,157.61414,18.38586,2019-06-22,Palmawasi
20190622,3006,NH,271.465,43.87,227.595,70.16,14.57441,55.58559,2019-06-22,Nuevo Horizonte
20190622,3702,SH,1008.8,998.28,10.52,257.508,255.40188,2.10612,2019-06-22,Shanuzi
20190623,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-23,Palmawasi
20190623,3702,SH,940.0,940.0,0.0,239.238,237.2813,1.9567,2019-06-23,Shanuzi
20190624,3002,PW,293.68,279.32,14.36,72.5,64.92628,7.57372,2019-06-24,Palmawasi
20190624,3702,SH,501.4,501.4,0.0,127.75,126.70515,1.04485,2019-06-24,Shanuzi
20190625,3002,PW,537.07,489.73,47.34,134.0,120.00168,13.99832,2019-06-25,Palmawasi
20190625,3006,NH,165.676,0.0,165.676,40.96,8.50867,32.45133,2019-06-25,Nuevo Horizonte
20190625,3702,SH,295.85,295.85,0.0,75.429,74.81208,0.61692,2019-06-25,Shanuzi
20190626,3002,PW,657.93,588.97,68.96,163.0,145.97219,17.02781,2019-06-26,Palmawasi
20190626,3006,NH,98.583,55.07,43.513,25.13,5.22028,19.90972,2019-06-26,Nuevo Horizonte
20190626,3702,SH,826.56,820.76,5.8,211.7,209.96853,1.73147,2019-06-26,Shanuzi
20190627,3002,PW,837.85,730.72,107.13,208.0,186.27126,21.72874,2019-06-27,Palmawasi
20190627,3006,NH,265.874,27.17,238.704,65.64,13.63547,52.00453,2019-06-27,Nuevo Horizonte
20190627,3702,SH,762.6,752.57,10.03,197.16,195.54745,1.61255,2019-06-27,Shanuzi
20190628,3002,PW,838.64,727.97,110.67,209.0,187.1668,21.8332,2019-06-28,Palmawasi
20190628,3006,NH,181.342,39.17,142.172,48.31,10.03549,38.27451,2019-06-28,Nuevo Horizonte
20190628,3702,SH,905.0,893.46,11.54,233.205,231.29765,1.90735,2019-06-28,Shanuzi
20190629,3002,PW,720.52,618.84,101.68,170.0,152.24093,17.75907,2019-06-29,Palmawasi
20190629,3006,NH,253.879,49.72,204.159,53.61,11.13646,42.47354,2019-06-29,Nuevo Horizonte
20190629,3702,SH,508.25,498.95,9.3,130.777,129.70739,1.06961,2019-06-29,Shanuzi
20190630,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-06-30,Palmawasi
20190630,3702,SH,460.0,460.0,0.0,119.332,118.356,0.976,2019-06-30,Shanuzi
20190701,3002,PW,738.11,651.2,86.91,179.0,160.01084,18.98916,2019-07-01,Palmawasi
20190701,3006,NH,130.928,0.0,130.928,32.99,7.32557,25.66443,2019-07-01,Nuevo Horizonte
20190701,3702,SH,785.0,770.27,14.73,206.89,204.53926,2.35074,2019-07-01,Shanuzi
20190702,3002,PW,661.58,593.58,68.0,166.0,148.38995,17.61005,2019-07-02,Palmawasi
20190702,3006,NH,150.886,53.19,97.696,36.17,8.03171,28.13829,2019-07-02,Nuevo Horizonte
20190702,3702,SH,959.2,959.2,0.0,249.6,246.76398,2.83602,2019-07-02,Shanuzi
20190703,3002,PW,634.17,549.85,84.32,157.27,140.58606,16.68394,2019-07-03,Palmawasi
20190703,3006,NH,144.342,43.56,100.782,36.99,8.21379,28.77621,2019-07-03,Nuevo Horizonte
20190703,3702,SH,754.35,743.97,10.38,199.24,196.97618,2.26382,2019-07-03,Shanuzi
20190704,3002,PW,954.54,879.87,74.67,240.0,214.53968,25.46032,2019-07-04,Palmawasi
20190704,3006,NH,173.697,64.07,109.627,40.19,8.92436,31.26564,2019-07-04,Nuevo Horizonte
20190704,3702,SH,965.0,946.04,18.96,251.08,248.22716,2.85284,2019-07-04,Shanuzi
20190705,3002,PW,884.0,785.79,98.21,221.0,197.55529,23.44471,2019-07-05,Palmawasi
20190705,3006,NH,262.239,62.01,200.229,64.96,14.42465,50.53535,2019-07-05,Nuevo Horizonte
20190705,3702,SH,760.0,745.11,14.89,201.96,199.66527,2.29473,2019-07-05,Shanuzi
20190706,3002,PW,863.7,776.29,87.41,218.0,194.87354,23.12646,2019-07-06,Palmawasi
20190706,3006,NH,147.637,0.0,147.637,34.69,7.70306,26.98694,2019-07-06,Nuevo Horizonte
20190706,3702,SH,776.55,752.71,23.84,208.477,206.10823,2.36877,2019-07-06,Shanuzi
20190707,3002,PW,0.0,0.0,0.0,0.0,0.0,0.0,2019-07-07,Palmawasi
